Timestamp,X-axis,Y-axis,Z-axis
1722103275549,-192,192,960
1722103275549,-192,0,960
1722103275549,-192,192,960
1722103275549,0,192,960
1722103275549,0,0,960
1722103275549,-192,192,960
1722103275549,-192,192,960
1722103275549,-192,192,960
1722103275549,-192,192,960
1722103275549,0,192,1152
1722103275549,-192,192,960
1722103275549,-192,192,960
1722103275549,-192,0,960
1722103275549,0,192,960
1722103275549,-192,192,960
1722103275549,0,192,960
1722103275549,0,192,960
1722103275549,-192,0,960
1722103275549,-192,0,960
1722103275549,-192,0,960
1722103275549,-192,0,960
1722103275549,-192,192,960
1722103275549,-192,192,960
1722103275549,-192,192,960
1722103275549,0,192,960
1722103275614,-192,192,960
1722103275614,-192,192,960
1722103275614,-192,0,960
1722103275614,-192,192,960
1722103275614,-192,192,960
1722103275614,-192,192,960
1722103275614,-192,192,960
1722103275614,-192,0,960
1722103275614,-192,192,960
1722103275614,0,0,960
1722103275614,-192,0,960
1722103275614,-192,192,960
1722103275614,-192,0,960
1722103275614,-192,0,960
1722103275614,-192,192,960
1722103275614,0,192,960
1722103275614,-192,192,960
1722103275614,-192,192,960
1722103275614,-192,0,960
1722103275614,-192,192,960
1722103275614,0,192,960
1722103275614,-192,192,960
1722103275614,-192,0,960
1722103275614,-192,192,960
1722103275614,-192,192,960
1722103275614,-192,0,960
1722103275614,-192,192,960
1722103275614,-192,192,1152
1722103275614,-192,0,960
1722103275614,-192,192,960
1722103275614,-192,192,960
1722103275680,-192,0,960
1722103275680,0,0,960
1722103275680,-192,0,960
1722103275680,-192,192,960
1722103275680,-192,192,960
1722103275680,-192,0,960
1722103275680,0,0,960
1722103275680,-192,192,960
1722103275680,-192,192,960
1722103275680,-192,0,768
1722103275680,-192,192,768
1722103275680,-192,192,960
1722103275680,-192,0,1152
1722103275680,-192,192,960
1722103275680,-192,0,960
1722103275680,-192,0,960
1722103275680,-192,0,960
1722103275680,-192,0,960
1722103275680,-192,0,960
1722103275680,-192,0,960
1722103275680,-192,0,960
1722103275680,0,192,960
1722103275680,-192,192,960
1722103275680,-192,0,960
1722103275680,-192,192,768
1722103275680,-192,192,960
1722103275680,0,192,960
1722103275680,-192,0,960
1722103275680,-192,0,960
1722103275680,-192,192,960
1722103275680,-192,192,960
1722103275680,-192,192,768
1722103275745,-192,192,768
1722103275745,-192,192,960
1722103275745,-192,0,960
1722103275745,-192,192,960
1722103275745,-192,192,960
1722103275745,0,192,960
1722103275745,-192,192,960
1722103275745,-192,192,960
1722103275745,-192,192,960
1722103275745,-192,192,960
1722103275745,-192,0,960
1722103275745,-192,0,960
1722103275745,-192,0,960
1722103275745,-192,192,960
1722103275745,-192,0,960
1722103275745,-192,0,960
1722103275745,-192,0,960
1722103275745,0,0,960
1722103275745,0,0,960
1722103275745,-192,0,960
1722103275745,-192,0,960
1722103275745,-192,192,960
1722103275745,-192,0,960
1722103275745,-192,0,960
1722103275745,-192,0,960
1722103275745,0,0,960
1722103275745,0,0,960
1722103275745,-192,192,960
1722103275745,-192,192,960
1722103275745,0,192,960
1722103275745,-192,0,960
1722103275745,-192,0,960
1722103275745,-192,192,960
1722103275810,0,192,960
1722103275810,-192,192,960
1722103275810,0,0,960
1722103275810,0,192,960
1722103275810,0,192,960
1722103275810,-192,0,960
1722103275810,0,0,960
1722103275810,0,0,960
1722103275810,0,0,960
1722103275810,-192,192,960
1722103275810,0,0,960
1722103275810,-192,0,960
1722103275810,-192,0,960
1722103275810,-192,192,960
1722103275810,-192,0,960
1722103275810,-192,192,960
1722103275810,-192,192,960
1722103275810,-192,192,960
1722103275810,-192,192,960
1722103275810,-192,192,960
1722103275810,-192,0,960
1722103275810,-192,0,960
1722103275810,-192,0,960
1722103275810,-192,0,960
1722103275810,-192,192,960
1722103275810,-192,0,960
1722103275810,-192,192,960
1722103275810,-192,192,960
1722103275810,-192,192,960
1722103275810,-192,0,960
1722103275810,-192,0,960
1722103275810,-192,0,960
1722103275810,-192,192,960
1722103275875,-192,192,960
1722103275875,0,192,960
1722103275875,-192,192,960
1722103275875,-192,0,960
1722103275875,-192,192,960
1722103275875,-192,192,960
1722103275875,-192,192,960
1722103275875,-192,192,768
1722103275875,-192,192,960
1722103275875,-192,192,960
1722103275875,-192,0,960
1722103275875,-192,0,960
1722103275875,-192,0,960
1722103275875,-192,192,960
1722103275875,-192,192,960
1722103275875,-192,0,960
1722103275875,-192,0,960
1722103275875,-192,0,960
1722103275875,-192,0,960
1722103275875,-192,192,960
1722103275875,-192,0,960
1722103275875,-192,0,960
1722103275875,-192,192,960
1722103275875,-192,0,960
1722103275875,-192,192,960
1722103275875,0,192,960
1722103275875,-192,192,960
1722103275875,0,192,960
1722103275875,-192,192,960
1722103275875,-192,192,768
1722103275875,-192,0,960
1722103275940,-192,192,960
1722103275940,-192,192,960
1722103275940,-192,192,960
1722103275940,-192,0,960
1722103275940,-192,192,960
1722103275940,-192,0,960
1722103275940,-192,0,960
1722103275940,-192,0,960
1722103275940,-192,192,960
1722103275940,-192,0,960
1722103275940,0,192,960
1722103275940,-192,192,960
1722103275940,-192,0,960
1722103275940,-192,0,960
1722103275940,-192,192,960
1722103275940,-192,192,960
1722103275940,-192,0,1152
1722103275940,-192,192,1152
1722103275940,-192,192,960
1722103275940,-192,192,960
1722103275940,0,192,960
1722103275940,0,192,960
1722103275940,-192,0,960
1722103275940,-192,0,960
1722103275940,0,192,960
1722103275940,0,192,960
1722103275940,0,192,960
1722103275940,-192,192,960
1722103275940,-192,192,960
1722103275940,0,192,960
1722103275940,-192,192,960
1722103275940,-192,192,960
1722103276006,-192,192,960
1722103276006,0,0,960
1722103276006,0,0,960
1722103276006,-192,192,960
1722103276006,-192,0,960
1722103276006,-192,192,960
1722103276006,-192,0,960
1722103276006,-192,0,960
1722103276006,-192,0,768
1722103276006,-192,192,960
1722103276006,-192,0,960
1722103276006,-192,0,960
1722103276006,0,0,960
1722103276006,-192,192,960
1722103276006,-192,192,960
1722103276006,-192,192,960
1722103276006,-192,192,960
1722103276006,-192,192,960
1722103276006,-192,192,960
1722103276006,0,192,960
1722103276006,-192,-192,960
1722103276006,-192,192,960
1722103276006,-192,192,960
1722103276006,-192,192,768
1722103276006,0,192,960
1722103276006,-192,192,960
1722103276006,-192,192,960
1722103276006,-192,192,960
1722103276006,-192,0,960
1722103276006,-192,0,1152
1722103276006,-192,192,960
1722103276006,-192,0,960
1722103276071,-192,192,960
1722103276071,-192,192,960
1722103276071,-192,192,960
1722103276071,0,0,960
1722103276071,-192,192,960
1722103276071,-192,0,960
1722103276071,-192,192,960
1722103276071,-192,192,960
1722103276071,-192,192,960
1722103276071,-192,192,960
1722103276071,-192,192,960
1722103276071,0,0,960
1722103276071,-192,0,960
1722103276071,-192,0,960
1722103276071,0,0,960
1722103276071,-192,0,960
1722103276071,-192,0,960
1722103276071,-192,192,960
1722103276071,-192,192,960
1722103276071,-192,192,960
1722103276071,-192,192,960
1722103276071,-192,0,960
1722103276071,-192,192,960
1722103276071,-192,192,960
1722103276071,-192,192,960
1722103276071,-192,0,960
1722103276071,-192,192,960
1722103276071,-192,192,960
1722103276071,-192,192,960
1722103276071,-192,192,960
1722103276071,-192,0,960
1722103276137,-192,192,960
1722103276137,-192,192,960
1722103276137,-192,192,960
1722103276137,-192,192,960
1722103276137,0,192,960
1722103276137,-192,0,960
1722103276137,-192,0,960
1722103276137,-192,192,1152
1722103276137,-192,192,1152
1722103276137,-192,192,960
1722103276137,-192,192,960
1722103276137,-192,192,960
1722103276137,-192,192,960
1722103276137,0,0,960
1722103276137,-192,0,960
1722103276137,-192,0,960
1722103276137,-192,0,960
1722103276137,-192,192,960
1722103276137,-192,192,768
1722103276137,-192,192,768
1722103276137,-192,192,960
1722103276137,-192,192,960
1722103276137,-192,192,960
1722103276137,-192,0,960
1722103276137,-192,192,960
1722103276137,-192,192,960
1722103276137,0,192,960
1722103276137,0,192,960
1722103276137,0,192,960
1722103276137,0,192,960
1722103276137,0,192,960
1722103276215,-192,192,960
1722103276215,-192,192,960
1722103276215,-192,0,960
1722103276215,-192,0,960
1722103276215,0,0,960
1722103276215,-192,0,960
1722103276215,-192,192,960
1722103276215,-192,192,960
1722103276215,-192,192,960
1722103276215,-192,0,960
1722103276215,-192,0,960
1722103276215,-192,192,960
1722103276215,0,0,960
1722103276215,0,0,960
1722103276215,-192,192,960
1722103276215,-192,0,960
1722103276215,-192,0,1152
1722103276215,-192,192,960
1722103276215,0,0,960
1722103276215,0,192,960
1722103276215,-192,0,960
1722103276215,-192,0,960
1722103276215,-192,192,960
1722103276215,0,192,960
1722103276215,0,0,960
1722103276215,0,192,960
1722103276215,-192,192,960
1722103276215,0,192,960
1722103276215,-192,192,960
1722103276215,-192,192,960
1722103276215,-192,192,960
1722103276215,-192,192,960
1722103276215,-192,192,960
1722103276289,-192,192,960
1722103276289,-192,0,960
1722103276289,-192,0,960
1722103276289,-192,192,960
1722103276289,-192,192,960
1722103276289,0,0,960
1722103276289,-192,192,960
1722103276289,-192,192,960
1722103276289,-192,0,960
1722103276289,0,192,960
1722103276289,-192,192,960
1722103276289,0,0,960
1722103276289,-192,192,960
1722103276289,-192,192,960
1722103276289,-192,192,960
1722103276289,-192,192,960
1722103276289,-192,0,960
1722103276289,-192,192,960
1722103276289,-192,0,960
1722103276289,0,192,960
1722103276289,0,192,960
1722103276289,-192,0,960
1722103276289,-192,0,960
1722103276289,-192,0,960
1722103276289,0,192,960
1722103276289,-192,192,960
1722103276289,-192,192,960
1722103276289,-192,192,960
1722103276289,-192,192,960
1722103276289,-192,192,960
1722103276289,-192,0,960
1722103276289,-192,0,960
1722103276355,-192,192,960
1722103276355,-192,192,768
1722103276355,-192,192,960
1722103276355,-192,192,960
1722103276355,-192,192,960
1722103276355,-192,0,960
1722103276355,-192,192,960
1722103276355,-192,192,960
1722103276355,-192,192,960
1722103276355,-192,192,960
1722103276355,-192,0,960
1722103276355,-192,192,960
1722103276355,-192,192,960
1722103276355,-192,192,960
1722103276355,-192,192,960
1722103276355,-192,192,960
1722103276355,-192,192,960
1722103276355,-192,192,960
1722103276355,-192,0,960
1722103276355,-192,192,960
1722103276355,0,192,960
1722103276355,-192,192,960
1722103276355,-192,0,960
1722103276355,-192,0,960
1722103276355,-192,192,960
1722103276355,-192,192,960
1722103276355,-192,192,960
1722103276355,-192,0,960
1722103276355,-192,192,960
1722103276355,-192,192,960
1722103276422,-192,192,960
1722103276422,-192,192,960
1722103276422,-192,192,960
1722103276422,-192,192,960
1722103276422,-192,192,960
1722103276422,-192,0,960
1722103276422,-192,192,960
1722103276422,-192,192,960
1722103276422,-192,192,960
1722103276422,-192,192,960
1722103276422,-192,192,960
1722103276422,-192,192,960
1722103276422,-192,192,960
1722103276422,-192,0,960
1722103276422,-192,192,960
1722103276422,-192,0,960
1722103276422,-192,192,960
1722103276422,0,192,960
1722103276422,-192,192,960
1722103276422,-192,0,960
1722103276422,0,0,960
1722103276422,0,0,960
1722103276422,-192,0,960
1722103276422,-192,0,960
1722103276422,0,192,960
1722103276422,-192,192,960
1722103276422,-192,0,960
1722103276422,-192,192,960
1722103276422,-192,192,960
1722103276422,-192,192,960
1722103276422,-192,192,960
1722103276514,-192,0,960
1722103276514,-192,192,960
1722103276514,0,192,960
1722103276514,-192,192,960
1722103276514,-192,0,960
1722103276514,-192,0,960
1722103276514,-192,0,960
1722103276514,0,0,960
1722103276514,-192,192,960
1722103276514,0,192,960
1722103276514,-192,192,960
1722103276514,-192,192,960
1722103276514,-192,0,960
1722103276514,-192,192,960
1722103276514,-384,192,960
1722103276514,-192,0,960
1722103276514,-192,192,960
1722103276514,-192,192,960
1722103276514,-192,192,960
1722103276514,-192,0,960
1722103276514,-192,0,960
1722103276514,-192,0,960
1722103276514,-192,192,960
1722103276514,-192,192,960
1722103276514,-192,192,960
1722103276514,-192,192,960
1722103276514,0,192,960
1722103276514,0,0,960
1722103276514,0,192,960
1722103276514,-192,0,960
1722103276514,-192,0,960
1722103276514,0,0,960
1722103276514,-192,192,768
1722103276580,-192,192,960
1722103276580,-192,0,960
1722103276580,-192,0,960
1722103276580,-192,192,960
1722103276580,-192,192,960
1722103276580,-192,0,960
1722103276580,-192,192,960
1722103276580,-192,0,960
1722103276580,-192,0,960
1722103276580,-192,192,960
1722103276580,-192,0,960
1722103276580,-192,192,960
1722103276580,0,0,960
1722103276580,-192,0,960
1722103276580,0,0,960
1722103276580,-192,0,960
1722103276580,-192,0,960
1722103276580,0,192,960
1722103276580,-192,192,960
1722103276580,-192,0,960
1722103276580,-192,192,960
1722103276580,-192,0,960
1722103276580,-192,0,960
1722103276580,0,192,960
1722103276580,-192,192,960
1722103276580,-192,0,960
1722103276580,-192,192,960
1722103276580,-192,192,960
1722103276580,-192,192,960
1722103276580,-192,192,960
1722103276580,-192,192,960
1722103276580,-192,0,768
1722103276646,-192,0,960
1722103276646,-192,192,960
1722103276646,-192,0,960
1722103276646,-192,0,960
1722103276646,-192,0,960
1722103276646,-192,0,960
1722103276646,-192,192,960
1722103276646,0,192,960
1722103276646,-192,192,960
1722103276646,-192,192,960
1722103276646,-192,192,960
1722103276646,-192,0,960
1722103276646,0,192,960
1722103276646,-192,192,960
1722103276646,-192,192,960
1722103276646,-192,192,960
1722103276646,-192,0,960
1722103276646,-192,0,960
1722103276646,-192,192,960
1722103276646,-192,192,960
1722103276646,-192,192,960
1722103276646,-192,0,960
1722103276646,-192,192,960
1722103276646,-192,192,960
1722103276646,-192,192,960
1722103276646,-192,0,960
1722103276646,-192,192,960
1722103276646,-192,192,960
1722103276646,0,192,960
1722103276646,-192,192,960
1722103276646,-192,192,960
1722103276711,-192,0,960
1722103276711,-192,0,960
1722103276711,-192,192,960
1722103276711,-192,192,960
1722103276711,-192,192,960
1722103276711,-192,0,960
1722103276711,-192,0,960
1722103276711,-192,192,960
1722103276711,0,0,960
1722103276711,-192,0,960
1722103276711,0,0,960
1722103276711,-192,192,960
1722103276711,-192,0,960
1722103276711,-192,0,960
1722103276711,-192,192,960
1722103276711,-192,192,960
1722103276711,0,192,960
1722103276711,0,192,960
1722103276711,0,0,960
1722103276711,-192,0,960
1722103276711,-192,0,960
1722103276711,-192,0,960
1722103276711,-192,192,960
1722103276711,-192,0,960
1722103276711,-192,192,960
1722103276711,-192,0,960
1722103276711,-192,0,960
1722103276711,0,192,960
1722103276711,0,192,960
1722103276711,0,192,960
1722103276711,-192,0,960
1722103276711,0,0,960
1722103276711,-192,0,960
1722103276711,-192,192,960
1722103276776,-192,192,960
1722103276776,-192,192,960
1722103276776,0,192,960
1722103276776,-192,192,960
1722103276776,-192,192,960
1722103276776,-192,0,960
1722103276776,-192,0,960
1722103276776,-192,192,960
1722103276776,-192,192,960
1722103276776,-192,192,960
1722103276776,-192,0,960
1722103276776,-192,192,960
1722103276776,-192,192,960
1722103276776,-192,192,960
1722103276776,-192,0,960
1722103276776,0,0,960
1722103276776,0,0,960
1722103276776,-192,192,960
1722103276776,-192,192,960
1722103276776,-192,192,960
1722103276776,-192,192,960
1722103276776,-192,0,960
1722103276776,-192,0,960
1722103276776,-192,192,960
1722103276776,-192,192,960
1722103276776,-192,192,960
1722103276776,-192,192,960
1722103276776,-192,0,960
1722103276776,-192,192,960
1722103276776,-192,0,960
1722103276776,-192,0,960
1722103276842,0,192,960
1722103276842,-192,192,960
1722103276842,-192,192,960
1722103276842,-192,0,960
1722103276842,-192,0,960
1722103276842,-192,192,960
1722103276842,0,0,960
1722103276842,0,192,960
1722103276842,-192,192,960
1722103276842,-192,192,960
1722103276842,-192,192,768
1722103276842,-192,0,960
1722103276842,-192,192,960
1722103276842,-192,0,960
1722103276842,-192,0,960
1722103276842,-192,0,960
1722103276842,0,192,960
1722103276842,0,192,960
1722103276842,-192,192,960
1722103276842,-192,192,960
1722103276842,-192,192,960
1722103276842,-192,0,960
1722103276842,-192,0,960
1722103276842,-192,0,960
1722103276842,-192,0,960
1722103276842,0,0,960
1722103276842,-192,192,960
1722103276842,-192,192,960
1722103276842,-192,192,960
1722103276842,0,192,960
1722103276842,0,192,960
1722103276842,-192,192,960
1722103276842,-192,192,960
1722103276907,-192,192,960
1722103276907,-192,192,960
1722103276907,-192,192,960
1722103276907,-192,192,960
1722103276907,0,0,960
1722103276907,0,0,960
1722103276907,0,0,960
1722103276907,-192,0,960
1722103276907,-192,0,960
1722103276907,-192,192,960
1722103276907,-192,0,960
1722103276907,-192,192,960
1722103276907,0,192,960
1722103276907,-192,192,960
1722103276907,-192,192,960
1722103276907,-192,0,960
1722103276907,0,192,960
1722103276907,0,0,960
1722103276907,-192,0,960
1722103276907,0,192,960
1722103276907,0,192,960
1722103276907,-192,192,960
1722103276907,-192,192,960
1722103276907,-192,192,960
1722103276907,-192,0,960
1722103276907,-192,0,960
1722103276907,-192,192,960
1722103276907,-192,192,960
1722103276907,-192,192,960
1722103276907,0,192,960
1722103276907,-192,192,960
1722103276907,-192,0,960
1722103276907,0,192,960
1722103276973,0,192,960
1722103276974,-192,192,960
1722103276974,-192,0,960
1722103276974,-192,0,960
1722103276974,0,0,960
1722103276974,-192,0,960
1722103276974,-192,192,960
1722103276974,-192,192,960
1722103276974,-192,192,768
1722103276974,-192,192,960
1722103276974,-192,192,960
1722103276974,-192,0,960
1722103276974,0,192,960
1722103276974,-192,0,960
1722103276974,0,0,960
1722103276974,-192,192,960
1722103276974,0,0,960
1722103276974,0,192,960
1722103276974,-192,192,960
1722103276974,-192,192,960
1722103276974,-192,192,960
1722103276974,-192,0,960
1722103276974,-192,192,960
1722103276974,-192,192,960
1722103276974,-192,192,960
1722103276974,-384,0,960
1722103276974,-192,0,960
1722103276974,-192,0,960
1722103276974,-192,192,960
1722103276974,-192,192,960
1722103276974,-192,192,960
1722103276974,0,0,960
1722103277038,-192,0,960
1722103277038,-192,192,960
1722103277038,-192,0,960
1722103277038,-192,0,960
1722103277038,0,0,960
1722103277038,-192,192,960
1722103277038,-192,0,960
1722103277038,-192,0,960
1722103277038,-192,192,960
1722103277038,-192,192,960
1722103277038,-192,192,960
1722103277038,-192,192,960
1722103277038,-192,192,960
1722103277038,-192,192,960
1722103277038,-192,192,1152
1722103277038,-192,0,960
1722103277038,-192,192,960
1722103277038,-192,192,960
1722103277038,-192,0,960
1722103277038,-192,0,960
1722103277038,-192,192,960
1722103277038,-192,0,960
1722103277038,-192,0,960
1722103277038,-192,192,960
1722103277038,-192,192,960
1722103277038,0,0,960
1722103277038,-192,192,960
1722103277038,-192,0,960
1722103277038,-192,0,960
1722103277038,-192,192,960
1722103277038,-192,192,960
1722103277103,-192,0,960
1722103277103,-192,192,960
1722103277103,-192,192,960
1722103277103,-192,192,960
1722103277103,-192,192,960
1722103277103,0,192,960
1722103277103,-192,0,960
1722103277103,-192,192,960
1722103277103,-192,192,960
1722103277103,-192,0,960
1722103277103,-192,0,960
1722103277103,0,192,960
1722103277103,-192,192,960
1722103277103,-192,0,960
1722103277103,-192,0,960
1722103277103,0,0,960
1722103277103,0,192,960
1722103277103,-192,0,960
1722103277103,-192,192,960
1722103277103,-192,0,960
1722103277103,-192,192,768
1722103277103,-192,192,960
1722103277103,-192,0,960
1722103277103,0,192,960
1722103277103,0,192,960
1722103277103,0,192,960
1722103277103,-192,192,960
1722103277103,-192,0,960
1722103277103,-192,192,960
1722103277103,-192,192,960
1722103277103,-192,192,960
1722103277103,-192,192,960
1722103277169,-192,192,960
1722103277169,-192,192,960
1722103277169,-192,0,960
1722103277169,0,0,960
1722103277169,-192,0,960
1722103277169,0,0,960
1722103277169,-192,192,960
1722103277169,-192,192,768
1722103277169,-192,0,960
1722103277169,-192,192,960
1722103277169,-192,192,960
1722103277169,-192,0,960
1722103277169,-192,192,960
1722103277169,-192,0,960
1722103277169,-192,192,960
1722103277169,-192,192,960
1722103277169,-192,0,960
1722103277169,-192,0,960
1722103277169,-192,0,960
1722103277169,-192,192,960
1722103277169,-192,192,960
1722103277169,-192,192,960
1722103277169,-192,192,960
1722103277169,-192,192,960
1722103277169,-192,0,960
1722103277169,-192,0,960
1722103277169,-192,0,960
1722103277169,-192,192,960
1722103277169,-192,192,960
1722103277169,-192,0,960
1722103277169,-192,0,960
1722103277169,-192,0,960
1722103277236,-192,0,960
1722103277236,0,0,960
1722103277236,0,192,960
1722103277236,0,192,960
1722103277236,-192,192,960
1722103277236,-192,192,960
1722103277236,-192,0,960
1722103277236,-192,192,1152
1722103277236,-192,192,960
1722103277236,0,0,960
1722103277236,-192,192,960
1722103277236,-192,192,960
1722103277236,0,192,960
1722103277236,0,0,960
1722103277236,-192,192,960
1722103277236,-192,0,960
1722103277236,-192,0,960
1722103277236,-192,192,960
1722103277236,-192,192,960
1722103277236,-192,192,960
1722103277236,0,192,960
1722103277236,0,192,960
1722103277236,-192,0,960
1722103277236,-192,192,960
1722103277236,-192,192,960
1722103277236,-192,192,960
1722103277236,-192,192,960
1722103277236,-192,192,960
1722103277236,-192,192,960
1722103277236,-192,192,960
1722103277236,-192,192,960
1722103277236,-192,192,960
1722103277302,-192,192,960
1722103277302,-192,192,960
1722103277302,-192,0,960
1722103277302,-192,192,960
1722103277302,-192,0,960
1722103277302,0,0,960
1722103277302,-192,0,960
1722103277302,-192,192,960
1722103277302,-192,192,960
1722103277302,-192,0,960
1722103277302,-192,0,960
1722103277302,0,0,960
1722103277302,-192,192,960
1722103277302,0,0,960
1722103277302,0,0,960
1722103277302,0,192,960
1722103277302,-192,192,768
1722103277302,-192,192,960
1722103277302,-192,192,960
1722103277302,-192,192,960
1722103277302,-192,192,960
1722103277302,-192,192,960
1722103277302,-192,192,960
1722103277302,-192,192,960
1722103277302,-192,192,960
1722103277302,-192,0,960
1722103277302,-192,192,960
1722103277302,-192,192,960
1722103277302,-192,192,960
1722103277302,0,0,960
1722103277302,0,0,960
1722103277303,0,192,960
1722103277303,-192,192,960
1722103277368,-192,192,960
1722103277368,-192,192,768
1722103277368,-192,192,960
1722103277368,-192,192,960
1722103277368,-192,192,960
1722103277368,0,192,960
1722103277368,0,0,768
1722103277368,0,0,960
1722103277368,-192,0,960
1722103277368,-192,0,960
1722103277368,0,0,960
1722103277368,-192,0,960
1722103277368,-192,0,1152
1722103277368,-192,0,960
1722103277368,-192,192,960
1722103277368,-192,192,960
1722103277368,-192,192,960
1722103277368,-192,0,960
1722103277368,-192,192,960
1722103277368,-192,0,960
1722103277368,-192,0,960
1722103277368,-192,0,960
1722103277368,-192,192,960
1722103277368,-192,192,960
1722103277368,-192,192,960
1722103277368,0,192,960
1722103277368,0,192,960
1722103277368,-192,0,960
1722103277368,-192,192,960
1722103277368,-192,192,960
1722103277368,-192,192,960
1722103277368,-192,192,1152
1722103277433,-192,192,960
1722103277433,-192,192,960
1722103277433,-192,192,960
1722103277433,-192,192,960
1722103277433,-192,192,960
1722103277433,0,192,960
1722103277433,-192,0,960
1722103277433,0,192,960
1722103277433,0,0,960
1722103277433,-192,0,960
1722103277433,-192,192,960
1722103277433,-192,192,960
1722103277433,-192,192,960
1722103277433,-192,192,960
1722103277433,-192,0,960
1722103277433,-192,0,960
1722103277433,-192,0,960
1722103277433,0,0,960
1722103277433,0,192,960
1722103277433,0,192,768
